,0,1,y
0,-1.4259149423885278,7.7740223781336075,11.960951433257588
1,2.897079800559,10.561556213666183,66.10162241663677
2,7.325439816266638,1.3057551677419694,14.843142077833804
3,4.859328387159197,13.26614441528687,154.1979028068325
4,-3.0007302930792923,5.277732413490961,44.86597623228532
5,0.4005516365546209,7.181765702630618,22.076802207950834
6,-2.4788893504753537,10.396718312503397,2.5475733639842395
7,-5.0,10.635321688771151,55.65296075835024
8,-1.1312631229789316,9.81226926889654,17.495363940460035
9,4.78529170185907,3.2199653766117455,14.22551591727986
