,0,1,y
0,-1.4259149423885278,7.7740223781336075,11.960951433257588
1,2.897079800559,10.561556213666183,66.10162241663677
2,7.325439816266638,1.3057551677419694,14.843142077833804
3,4.859328387159197,13.26614441528687,154.1979028068325
4,-3.0007302930792923,5.277732413490961,44.86597623228532
5,-1.5930917857743916,2.844039899922031,46.017999026128415
6,-1.0186399958776429,10.357752228556679,21.80950081708518
7,1.2073629422318048,6.641202838551743,19.0514958765864
8,-3.450728512407299,7.39817868910925,32.57354501594464
9,5.915913552138342,6.604324948890286,49.196244739948824
